2013/09/25;/  /;"";F;/  /;"A01AA";"Caries prophylactic agents";"";"";"";"";"A01AA";T
2013/09/25;/  /;"";F;/  /;"A01AB";"Antiinfectives and antiseptics for local oral treatment";"";"";"";"";"A01AB";T
2013/09/25;/  /;"";F;/  /;"A01AC";"Corticosteroids for local oral treatment";"";"";"";"";"A01AC";T
2013/09/25;/  /;"";F;/  /;"A01AD";"Other agents for local oral treatment";"";"";"";"";"A01AD";T
2013/09/25;/  /;"";F;/  /;"A02AA";"Magnesium compounds";"";"";"";"";"A02AA";T
2013/09/25;/  /;"";F;/  /;"A02AB";"Aluminium compounds";"";"";"";"";"A02AB";T
2013/09/25;/  /;"";F;/  /;"A02AC";"Calcium compounds";"";"";"";"";"A02AC";T
2013/09/25;/  /;"";F;/  /;"A02AD";"Combinations and complexes of aluminium, calcium and magnesium compounds";"";"";"";"";"A02AD";T
2013/09/25;/  /;"";F;/  /;"A02AF";"Antacids with antiflatulents";"";"";"";"";"A02AF";T
2013/09/25;/  /;"";F;/  /;"A02AG";"Antacids with antispasmodics";"";"";"";"";"A02AG";T
2013/09/25;/  /;"";F;/  /;"A02AH";"Antacids with sodium bicarbonate";"";"";"";"";"A02AH";T
2013/09/25;/  /;"";F;/  /;"A02AX";"Antacids, other combinations";"";"";"";"";"A02AX";T
2013/09/25;/  /;"";F;/  /;"A02BA";"H2-receptor antagonists";"";"";"";"";"A02BA";T
2013/09/25;/  /;"";F;/  /;"A02BB";"Prostaglandins";"";"";"";"";"A02BB";T
2013/09/25;/  /;"";F;/  /;"A02BC";"Proton pump inhibitors";"";"";"";"";"A02BC";T
2013/09/25;/  /;"";F;/  /;"A02BD";"Combinations for eradication of Helicobacter pylori";"";"";"";"";"A02BD";T
2013/09/25;/  /;"";F;/  /;"A02BX";"Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)";"";"";"";"";"A02BX";T
2013/09/25;/  /;"";F;/  /;"A03AA";"Synthetic anticholinergics, esters with tertiary amino group";"";"";"";"";"A03AA";T
2013/09/25;/  /;"";F;/  /;"A03AB";"Synthetic anticholinergics, quaternary ammonium compounds";"";"";"";"";"A03AB";T
2013/09/25;/  /;"";F;/  /;"A03AC";"Synthetic antispasmodics, amides with tertiary amines";"";"";"";"";"A03AC";T
2013/09/25;/  /;"";F;/  /;"A03AD";"Papaverine and derivatives";"";"";"";"";"A03AD";T
2013/09/25;/  /;"";F;/  /;"A03AE";"Drugs acting on serotonin receptors";"";"";"";"";"A03AE";T
2013/09/25;/  /;"";F;/  /;"A03AX";"Other drugs for functional bowel disorders";"";"";"";"";"A03AX";T
2013/09/25;/  /;"";F;/  /;"A03BA";"Belladonna alkaloids, tertiary amines";"";"";"";"";"A03BA";T
2013/09/25;/  /;"";F;/  /;"A03BB";"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds";"";"";"";"";"A03BB";T
2013/09/25;/  /;"";F;/  /;"A03CA";"Synthetic anticholinergic agents in combination with psycholeptics";"";"";"";"";"A03CA";T
2013/09/25;/  /;"";F;/  /;"A03CB";"Belladonna and derivatives in combination with psycholeptics";"";"";"";"";"A03CB";T
2013/09/25;/  /;"";F;/  /;"A03CC";"Other antispasmodics in combination with psycholeptics";"";"";"";"";"A03CC";T
2013/09/25;/  /;"";F;/  /;"A03DA";"Synthetic anticholinergic agents in combination with analgesics";"";"";"";"";"A03DA";T
2013/09/25;/  /;"";F;/  /;"A03DB";"Belladonna and derivatives in combination with analgesics";"";"";"";"";"A03DB";T
2013/09/25;/  /;"";F;/  /;"A03DC";"Other antispasmodics in combination with analgesics";"";"";"";"";"A03DC";T
2013/09/25;/  /;"";F;/  /;"A03EA";"Antispasmodics, psycholeptics and analgesics in combination";"";"";"";"";"A03EA";T
2013/09/25;/  /;"";F;/  /;"A03ED";"Antispasmodics in combination with other drugs";"";"";"";"";"A03ED";T
2013/09/25;/  /;"";F;/  /;"A03FA";"Propulsives";"";"";"";"";"A03FA";T
2013/09/25;/  /;"";F;/  /;"A04AA";"Serotonin (5HT3) antagonists";"";"";"";"";"A04AA";T
2013/09/25;/  /;"";F;/  /;"A04AD";"Other antiemetics";"";"";"";"";"A04AD";T
2013/09/25;/  /;"";F;/  /;"A05AA";"Bile acid preparations";"";"";"";"";"A05AA";T
2013/09/25;/  /;"";F;/  /;"A05AB";"Preparations for biliary tract therapy";"";"";"";"";"A05AB";T
2013/09/25;/  /;"";F;/  /;"A05AX";"Other drugs for bile therapy";"";"";"";"";"A05AX";T
2013/09/25;/  /;"";F;/  /;"A05BA";"Liver therapy";"";"";"";"";"A05BA";T
2013/09/25;/  /;"";F;/  /;"A06AA";"Softeners, emollients";"";"";"";"";"A06AA";T
2013/09/25;/  /;"";F;/  /;"A06AB";"Contact laxatives";"";"";"";"";"A06AB";T
2013/09/25;/  /;"";F;/  /;"A06AC";"Bulk producers";"";"";"";"";"A06AC";T
2013/09/25;/  /;"";F;/  /;"A06AD";"Osmotically acting laxatives";"";"";"";"";"A06AD";T
2013/09/25;/  /;"";F;/  /;"A06AG";"Enemas";"";"";"";"";"A06AG";T
2013/09/25;/  /;"";F;/  /;"A06AX";"Other laxatives";"";"";"";"";"A06AX";T
2013/09/25;/  /;"";F;/  /;"A07AA";"Antibiotics";"";"";"";"";"A07AA";T
2013/09/25;/  /;"";F;/  /;"A07AB";"Sulfonamides";"";"";"";"";"A07AB";T
2013/09/25;/  /;"";F;/  /;"A07AC";"Imidazole derivatives";"";"";"";"";"A07AC";T
2013/09/25;/  /;"";F;/  /;"A07AX";"Other intestinal antiinfectives";"";"";"";"";"A07AX";T
2013/09/25;/  /;"";F;/  /;"A07BA";"Charcoal preparations";"";"";"";"";"A07BA";T
2013/09/25;/  /;"";F;/  /;"A07BB";"Bismuth preparations";"";"";"";"";"A07BB";T
2013/09/25;/  /;"";F;/  /;"A07BC";"Other intestinal adsorbents";"";"";"";"";"A07BC";T
2013/09/25;/  /;"";F;/  /;"A07CA";"Oral rehydration salt formulations";"";"";"";"";"A07CA";T
2013/09/25;/  /;"";F;/  /;"A07DA";"Antipropulsives";"";"";"";"";"A07DA";T
2013/09/25;/  /;"";F;/  /;"A07EA";"Corticosteroids acting locally";"";"";"";"";"A07EA";T
2013/09/25;/  /;"";F;/  /;"A07EB";"Antiallergic agents, excl. corticosteroids";"";"";"";"";"A07EB";T
2013/09/25;/  /;"";F;/  /;"A07EC";"Aminosalicylic acid and similar agents";"";"";"";"";"A07EC";T
2013/09/25;/  /;"";F;/  /;"A07FA";"Antidiarrheal microorganisms";"";"";"";"";"A07FA";T
2013/09/25;/  /;"";F;/  /;"A07XA";"Other antidiarrheals";"";"";"";"";"A07XA";T
2013/09/25;/  /;"";F;/  /;"A08AA";"Centrally acting antiobesity products";"";"";"";"";"A08AA";T
2013/09/25;/  /;"";F;/  /;"A08AB";"Peripherally acting antiobesity products";"";"";"";"";"A08AB";T
2013/09/25;/  /;"";F;/  /;"A09AA";"Enzyme preparations";"";"";"";"";"A09AA";T
2013/09/25;/  /;"";F;/  /;"A09AB";"Acid preparations";"";"";"";"";"A09AB";T
2013/09/25;/  /;"";F;/  /;"A09AC";"Enzyme and acid preparations, combinations";"";"";"";"";"A09AC";T
2013/09/25;/  /;"";F;/  /;"A10AB";"Insulins and analogues, fast-acting";"";"";"";"";"A10AB";T
2013/09/25;/  /;"";F;/  /;"A10AC";"Insulins and analogues, intermediate-acting";"";"";"";"";"A10AC";T
2013/09/25;/  /;"";F;/  /;"A10AD";"Insulins and analogues, intermediate-acting combined with fast-acting";"";"";"";"";"A10AD";T
2013/09/25;/  /;"";F;/  /;"A10AE";"Insulins and analogues, long-acting";"";"";"";"";"A10AE";T
2013/09/25;/  /;"";F;/  /;"A10BA";"Biguanides";"";"";"";"";"A10BA";T
2013/09/25;/  /;"";F;/  /;"A10BB";"Sulfonamides, urea derivatives";"";"";"";"";"A10BB";T
2013/09/25;/  /;"";F;/  /;"A10BC";"Sulfonamides (heterocyclic)";"";"";"";"";"A10BC";T
2013/09/25;/  /;"";F;/  /;"A10BD";"Combinations of oral blood glucose lowering drugs";"";"";"";"";"A10BD";T
2013/09/25;/  /;"";F;/  /;"A10BF";"Alpha glucosidase inhibitors";"";"";"";"";"A10BF";T
2013/09/25;/  /;"";F;/  /;"A10BG";"Thiazolidinediones";"";"";"";"";"A10BG";T
2013/09/25;/  /;"";F;/  /;"A10BX";"Other oral blood glucose lowering drugs";"";"";"";"";"A10BX";T
2013/09/25;/  /;"";F;/  /;"A10XA";"Aldose reductase inhibitors";"";"";"";"";"A10XA";T
2013/09/25;/  /;"";F;/  /;"A11AA";"Multivitamins with minerals";"";"";"";"";"A11AA";T
2013/09/25;/  /;"";F;/  /;"A11AB";"Multivitamins, other combinations";"";"";"";"";"A11AB";T
2013/09/25;/  /;"";F;/  /;"A11BA";"Multivitamins, plain";"";"";"";"";"A11BA";T
2013/09/25;/  /;"";F;/  /;"A11CA";"Vitamin A, plain";"";"";"";"";"A11CA";T
