"A000";"";" ";/  /;T;T;"A0000";"";T;F;"Kolera som skyldes Vibrio cholerae 01, biovar cholerae";T;"";""
"A001";"";" ";/  /;T;T;"A0010";"";T;F;"Kolera som skyldes Vibrio cholerae 01, biovar eltor";F;"";""
"A009";"";" ";/  /;T;T;"A0090";"";T;F;"Uspesifisert kolera";F;"";""
"A010";"";" ";/  /;T;T;"A0100";"";T;F;"Tyfoidfeber";F;"";""
"A011";"";" ";/  /;T;T;"A0110";"";T;F;"Paratyfoidfeber A";F;"";""
"A012";"";" ";/  /;T;T;"A0120";"";T;F;"Paratyfoidfeber B";F;"";""
"A013";"";" ";/  /;T;T;"A0130";"";T;F;"Paratyfoidfeber C";F;"";""
"A014";"";" ";/  /;T;T;"A0140";"";T;F;"Uspesifisert paratyfoidfeber";F;"";""
"A01AA";"";" ";/  /;T;F;"A01AA";"";T;F;"Caries prophylactic agents";F;"";""
"A01AB";"";" ";/  /;T;F;"A01AB";"";T;F;"Antiinfectives and antiseptics for local oral treatment";F;"";""
"A01AC";"";" ";/  /;T;F;"A01AC";"";T;F;"Corticosteroids for local oral treatment";F;"";""
"A01AD";"";" ";/  /;T;F;"A01AD";"";T;F;"Other agents for local oral treatment";F;"";""
"A020";"";" ";/  /;T;T;"A0200";"";T;F;"Salmonellaenteritt";F;"";""
"A021";"";" ";/  /;T;T;"A0210";"";T;F;"Salmonellasepsis";F;"";""
"A022";"";"+";/  /;T;T;"A0220";"";T;F;"Lokalisert salmonellainfeksjon";F;"";""
"A028";"";" ";/  /;T;T;"A0280";"";T;F;"Annen spesifisert salmonellainfeksjon";F;"";""
"A029";"";" ";/  /;T;T;"A0290";"";T;F;"Uspesifisert salmonellainfeksjon";F;"";""
"A02AA";"";" ";/  /;T;F;"A02AA";"";T;F;"Magnesium compounds";F;"";""
"A02AB";"";" ";/  /;T;F;"A02AB";"";T;F;"Aluminium compounds";F;"";""
"A02AC";"";" ";/  /;T;F;"A02AC";"";T;F;"Calcium compounds";F;"";""
"A02AD";"";" ";/  /;T;F;"A02AD";"";T;F;"Combinations and complexes of aluminium, calcium and magnesium compounds";F;"";""
"A02AF";"";" ";/  /;T;F;"A02AF";"";T;F;"Antacids with antiflatulents";F;"";""
"A02AG";"";" ";/  /;T;F;"A02AG";"";T;F;"Antacids with antispasmodics";F;"";""
"A02AH";"";" ";/  /;T;F;"A02AH";"";T;F;"Antacids with sodium bicarbonate";F;"";""
"A02AX";"";" ";/  /;T;F;"A02AX";"";T;F;"Antacids, other combinations";F;"";""
"A02BA";"";" ";/  /;T;F;"A02BA";"";T;F;"H2-receptor antagonists";F;"";""
"A02BB";"";" ";/  /;T;F;"A02BB";"";T;F;"Prostaglandins";F;"";""
"A02BC";"";" ";/  /;T;F;"A02BC";"";T;F;"Proton pump inhibitors";F;"";""
"A02BD";"";" ";/  /;T;F;"A02BD";"";T;F;"Combinations for eradication of Helicobacter pylori";F;"";""
"A02BX";"";" ";/  /;T;F;"A02BX";"";T;F;"Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)";F;"";""
"A030";"";" ";/  /;T;T;"A0300";"";T;F;"Shigellose som skyldes Shigella dysenteriae";F;"";""
"A031";"";" ";/  /;T;T;"A0310";"";T;F;"Shigellose som skyldes Shigella flexneri";F;"";""
"A032";"";" ";/  /;T;T;"A0320";"";T;F;"Shigellose som skyldes Shigella boydii";F;"";""
"A033";"";" ";/  /;T;T;"A0330";"";T;F;"Shigellose som skyldes Shigella sonnei";F;"";""
"A038";"";" ";/  /;T;T;"A0380";"";T;F;"Annen spesifisert shigellose";F;"";""
"A039";"";" ";/  /;T;T;"A0390";"";T;F;"Uspesifisert shigellose";F;"";""
"A03AA";"";" ";/  /;T;F;"A03AA";"";T;F;"Synthetic anticholinergics, esters with tertiary amino group";F;"";""
"A03AB";"";" ";/  /;T;F;"A03AB";"";T;F;"Synthetic anticholinergics, quaternary ammonium compounds";F;"";""
"A03AC";"";" ";/  /;T;F;"A03AC";"";T;F;"Synthetic antispasmodics, amides with tertiary amines";F;"";""
"A03AD";"";" ";/  /;T;F;"A03AD";"";T;F;"Papaverine and derivatives";F;"";""
"A03AE";"";" ";/  /;T;F;"A03AE";"";T;F;"Drugs acting on serotonin receptors";F;"";""
"A03AX";"";" ";/  /;T;F;"A03AX";"";T;F;"Other drugs for functional bowel disorders";F;"";""
"A03BA";"";" ";/  /;T;F;"A03BA";"";T;F;"Belladonna alkaloids, tertiary amines";F;"";""
"A03BB";"";" ";/  /;T;F;"A03BB";"";T;F;"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds";F;"";""
"A03CA";"";" ";/  /;T;F;"A03CA";"";T;F;"Synthetic anticholinergic agents in combination with psycholeptics";F;"";""
"A03CB";"";" ";/  /;T;F;"A03CB";"";T;F;"Belladonna and derivatives in combination with psycholeptics";F;"";""
"A03CC";"";" ";/  /;T;F;"A03CC";"";T;F;"Other antispasmodics in combination with psycholeptics";F;"";""
"A03DA";"";" ";/  /;T;F;"A03DA";"";T;F;"Synthetic anticholinergic agents in combination with analgesics";F;"";""
"A03DB";"";" ";/  /;T;F;"A03DB";"";T;F;"Belladonna and derivatives in combination with analgesics";F;"";""
"A03DC";"";" ";/  /;T;F;"A03DC";"";T;F;"Other antispasmodics in combination with analgesics";F;"";""
"A03EA";"";" ";/  /;T;F;"A03EA";"";T;F;"Antispasmodics, psycholeptics and analgesics in combination";F;"";""
"A03ED";"";" ";/  /;T;F;"A03ED";"";T;F;"Antispasmodics in combination with other drugs";F;"";""
"A03FA";"";" ";/  /;T;F;"A03FA";"";T;F;"Propulsives";F;"";""
"A040";"";" ";/  /;T;T;"A0400";"";T;F;"Infeksjon som skyldes enteropatogen Escherichia coli";F;"";""
"A041";"";" ";/  /;T;T;"A0410";"";T;F;"Infeksjon som skyldes enterotoksigen Escherichia coli";F;"";""
"A042";"";" ";/  /;T;T;"A0420";"";T;F;"Infeksjon som skyldes enteroinvasiv Escherichia coli";F;"";""
"A043";"";" ";/  /;T;T;"A0430";"";T;F;"Infeksjon som skyldes enterohemoragisk Escherichia coli";F;"";""
"A044";"";" ";/  /;T;T;"A0440";"";T;F;"Annen tarminfeksjon som skyldes Escherichia coli";F;"";""
"A045";"";" ";/  /;T;T;"A0450";"";T;F;"Enteritt som skyldes Campylobacter";F;"";""
"A046";"";" ";/  /;T;T;"A0460";"";T;F;"Enteritt som skyldes Yersinia enterocolitica";F;"";""
"A047";"";" ";/  /;T;T;"A0470";"";T;F;"Enterokolitt som skyldes Clostridium difficile";F;"";""
"A048";"";" ";/  /;T;T;"A0480";"";T;F;"Annen spesifisert bakteriell tarminfeksjon";F;"";""
"A049";"";" ";/  /;T;T;"A0490";"";T;F;"Uspesifisert bakteriell tarminfeksjon";F;"";""
"A04AA";"";" ";/  /;T;F;"A04AA";"";T;F;"Serotonin (5HT3) antagonists";F;"";""
"A04AD";"";" ";/  /;T;F;"A04AD";"";T;F;"Other antiemetics";F;"";""
"A050";"";" ";/  /;T;T;"A0500";"";T;F;"Matforgiftning som skyldes Staphylococcus";F;"";""
"A051";"";" ";/  /;T;T;"A0510";"";T;F;"Botulisme";F;"";""
"A052";"";" ";/  /;T;T;"A0520";"";T;F;"Matforgiftning som skyldes Clostridium perfringens";F;"";""
"A053";"";" ";/  /;T;T;"A0530";"";T;F;"Matforgiftning som skyldes Vibrio parahaemolyticus";F;"";""
"A054";"";" ";/  /;T;T;"A0540";"";T;F;"Matforgiftning som skyldes Bacillus cereus";F;"";""
"A058";"";" ";/  /;T;T;"A0580";"";T;F;"Annen spesifisert bakteriell matforgiftning";F;"";""
"A059";"";" ";/  /;T;T;"A0590";"";T;F;"Uspesifisert bakteriell matforgiftning";F;"";""
"A05AA";"";" ";/  /;T;F;"A05AA";"";T;F;"Bile acid preparations";F;"";""
"A05AB";"";" ";/  /;T;F;"A05AB";"";T;F;"Preparations for biliary tract therapy";F;"";""
"A05AX";"";" ";/  /;T;F;"A05AX";"";T;F;"Other drugs for bile therapy";F;"";""
"A05BA";"";" ";/  /;T;F;"A05BA";"";T;F;"Liver therapy";F;"";""
"A060";"";" ";/  /;T;T;"A0600";"";T;F;"Akutt amøbedysenteri";F;"";""
"A061";"";" ";/  /;T;T;"A0610";"";T;F;"Kronisk amøbeinfeksjon i tarmkanalen";F;"";""
"A062";"";" ";/  /;T;T;"A0620";"";T;F;"Amøbekolitt uten dysenteri";F;"";""
"A063";"";" ";/  /;T;T;"A0630";"";T;F;"Amøbom i tarmkanalen";F;"";""
"A064";"";" ";/  /;T;T;"A0640";"";T;F;"Amøbeabscess i lever";F;"";""
"A065";"";"+";/  /;T;T;"A0650";"";T;F;"Amøbeabscess i lunge";F;"";""
"A066";"";"+";/  /;T;T;"A0660";"";T;F;"Amøbeabscess i hjerne";F;"";""
"A067";"";" ";/  /;T;T;"A0670";"";T;F;"Amøbeinfeksjon i hud";F;"";""
"A068";"";" ";/  /;T;T;"A0680";"";T;F;"Amøbeinfeksjon med annen spesifisert lokalisasjon";F;"";""
"A069";"";" ";/  /;T;T;"A0690";"";T;F;"Uspesifisert amøbeinfeksjon";F;"";""
"A06AA";"";" ";/  /;T;F;"A06AA";"";T;F;"Softeners, emollients";F;"";""
"A06AB";"";" ";/  /;T;F;"A06AB";"";T;F;"Contact laxatives";F;"";""
"A06AC";"";" ";/  /;T;F;"A06AC";"";T;F;"Bulk producers";F;"";""
"A06AD";"";" ";/  /;T;F;"A06AD";"";T;F;"Osmotically acting laxatives";F;"";""
"A06AG";"";" ";/  /;T;F;"A06AG";"";T;F;"Enemas";F;"";""
"A06AX";"";" ";/  /;T;F;"A06AX";"";T;F;"Other laxatives";F;"";""
"A070";"";" ";/  /;T;T;"A0700";"";T;F;"Balantidiasis";F;"";""
"A071";"";" ";/  /;T;T;"A0710";"";T;F;"Infeksjon som skyldes Giardia lamblia";F;"";""
"A072";"";" ";/  /;T;T;"A0720";"";T;F;"Cryptosporidiosis";F;"";""
"A073";"";" ";/  /;T;T;"A0730";"";T;F;"Isosporiasis";F;"";""
"A078";"";" ";/  /;T;T;"A0780";"";T;F;"Annen spesifisert protozosykdom i tarmkanalen";F;"";""
"A079";"";" ";/  /;T;T;"A0790";"";T;F;"Uspesifisert protozosykdom i tarmkanalen";F;"";""
"A07AA";"";" ";/  /;T;F;"A07AA";"";T;F;"Antibiotics";F;"";""
"A07AB";"";" ";/  /;T;F;"A07AB";"";T;F;"Sulfonamides";F;"";""
"A07AC";"";" ";/  /;T;F;"A07AC";"";T;F;"Imidazole derivatives";F;"";""
"A07AX";"";" ";/  /;T;F;"A07AX";"";T;F;"Other intestinal antiinfectives";F;"";""
"A07BA";"";" ";/  /;T;F;"A07BA";"";T;F;"Charcoal preparations";F;"";""
"A07BB";"";" ";/  /;T;F;"A07BB";"";T;F;"Bismuth preparations";F;"";""
"A07BC";"";" ";/  /;T;F;"A07BC";"";T;F;"Other intestinal adsorbents";F;"";""
"A07CA";"";" ";/  /;T;F;"A07CA";"";T;F;"Oral rehydration salt formulations";F;"";""
"A07DA";"";" ";/  /;T;F;"A07DA";"";T;F;"Antipropulsives";F;"";""
"A07EA";"";" ";/  /;T;F;"A07EA";"";T;F;"Corticosteroids acting locally";F;"";""
"A07EB";"";" ";/  /;T;F;"A07EB";"";T;F;"Antiallergic agents, excl. corticosteroids";F;"";""
"A07EC";"";" ";/  /;T;F;"A07EC";"";T;F;"Aminosalicylic acid and similar agents";F;"";""
"A07FA";"";" ";/  /;T;F;"A07FA";"";T;F;"Antidiarrheal microorganisms";F;"";""
"A07XA";"";" ";/  /;T;F;"A07XA";"";T;F;"Other antidiarrheals";F;"";""
"A080";"";" ";/  /;T;T;"A0800";"";T;F;"Rotavirusenteritt";F;"";""
"A081";"";" ";/  /;T;T;"A0810";"";T;F;"Akutt gastroenteritt som skyldes Norwalk-faktor";F;"";""
"A082";"";" ";/  /;T;T;"A0820";"";T;F;"Adenovirusenteritt";F;"";""
"A083";"";" ";/  /;T;T;"A0830";"";T;F;"Annen virusenteritt";F;"";""
"A084";"";" ";/  /;T;T;"A0840";"";T;F;"Uspesifisert virusinfeksjon i mage-tarmkanalen";F;"";""
"A085";"";" ";/  /;T;T;"A0850";"";T;F;"Annen spesifisert mage-tarminfeksjon";F;"";""
"A08AA";"";" ";/  /;T;F;"A08AA";"";T;F;"Centrally acting antiobesity products";F;"";""
"A08AB";"";" ";/  /;T;F;"A08AB";"";T;F;"Peripherally acting antiobesity products";F;"";""
"A090";"";" ";/  /;T;F;"A0900";"";T;F;"Annen eller uspesifisert gastroenteritt eller kolitt av infeksiøs årsak";F;"";""
"A099";"";" ";/  /;T;F;"A0990";"";T;F;"Gastroenteritt eller kolitt av uspesifisert årsak";F;"";""
"A09AA";"";" ";/  /;T;F;"A09AA";"";T;F;"Enzyme preparations";F;"";""
"A09AB";"";" ";/  /;T;F;"A09AB";"";T;F;"Acid preparations";F;"";""
"A09AC";"";" ";/  /;T;F;"A09AC";"";T;F;"Enzyme and acid preparations, combinations";F;"";""
"A10AB";"";" ";/  /;T;F;"A10AB";"";T;F;"Insulins and analogues, fast-acting";F;"";""
"A10AC";"";" ";/  /;T;F;"A10AC";"";T;F;"Insulins and analogues, intermediate-acting";F;"";""
"A10AD";"";" ";/  /;T;F;"A10AD";"";T;F;"Insulins and analogues, intermediate-acting combined with fast-acting";F;"";""
"A10AE";"";" ";/  /;T;F;"A10AE";"";T;F;"Insulins and analogues, long-acting";F;"";""
"A10BA";"";" ";/  /;T;F;"A10BA";"";T;F;"Biguanides";F;"";""
"A10BB";"";" ";/  /;T;F;"A10BB";"";T;F;"Sulfonamides, urea derivatives";F;"";""
"A10BC";"";" ";/  /;T;F;"A10BC";"";T;F;"Sulfonamides (heterocyclic)";F;"";""
"A10BD";"";" ";/  /;T;F;"A10BD";"";T;F;"Combinations of oral blood glucose lowering drugs";F;"";""
"A10BF";"";" ";/  /;T;F;"A10BF";"";T;F;"Alpha glucosidase inhibitors";F;"";""
"A10BG";"";" ";/  /;T;F;"A10BG";"";T;F;"Thiazolidinediones";F;"";""
"A10BX";"";" ";/  /;T;F;"A10BX";"";T;F;"Other oral blood glucose lowering drugs";F;"";""
"A10XA";"";" ";/  /;T;F;"A10XA";"";T;F;"Aldose reductase inhibitors";F;"";""
"A11AA";"";" ";/  /;T;F;"A11AA";"";T;F;"Multivitamins with minerals";F;"";""
"A11AB";"";" ";/  /;T;F;"A11AB";"";T;F;"Multivitamins, other combinations";F;"";""
"A11BA";"";" ";/  /;T;F;"A11BA";"";T;F;"Multivitamins, plain";F;"";""
"A11CA";"";" ";/  /;T;F;"A11CA";"";T;F;"Vitamin A, plain";F;"";""
"A11CB";"";" ";/  /;T;F;"A11CB";"";T;F;"Vitamin A and D in combination";F;"";""
"A11CC";"";" ";/  /;T;F;"A11CC";"";T;F;"Vitamin D and analogues";F;"";""
"A11DA";"";" ";/  /;T;F;"A11DA";"";T;F;"Vitamin B1, plain";F;"";""
"A11DB";"";" ";/  /;T;F;"A11DB";"";T;F;"Vitamin B1 in combination with vitamin B6 and/or vitamin B12";F;"";""
"A11EA";"";" ";/  /;T;F;"A11EA";"";T;F;"Vitamin B-complex, plain";F;"";""
"A11EB";"";" ";/  /;T;F;"A11EB";"";T;F;"Vitamin B-complex with vitamin C";F;"";""
"A11EC";"";" ";/  /;T;F;"A11EC";"";T;F;"Vitamin B-complex with minerals";F;"";""
"A11ED";"";" ";/  /;T;F;"A11ED";"";T;F;"Vitamin B-complex with anabolic steroids";F;"";""
"A11EX";"";" ";/  /;T;F;"A11EX";"";T;F;"Vitamin B-complex, other combinations";F;"";""
"A11GA";"";" ";/  /;T;F;"A11GA";"";T;F;"Ascorbic acid (vitamin C), plain";F;"";""
"A11GB";"";" ";/  /;T;F;"A11GB";"";T;F;"Ascorbic acid (vitamin C), combinations";F;"";""
"A11HA";"";" ";/  /;T;F;"A11HA";"";T;F;"Other plain vitamin preparations";F;"";""
"A11JA";"";" ";/  /;T;F;"A11JA";"";T;F;"Combinations of vitamins";F;"";""
"A11JB";"";" ";/  /;T;F;"A11JB";"";T;F;"Vitamins with minerals";F;"";""
"A11JC";"";" ";/  /;T;F;"A11JC";"";T;F;"Vitamins, other combinations";F;"";""
"A12AA";"";" ";/  /;T;F;"A12AA";"";T;F;"Calcium";F;"";""
"A12AX";"";" ";/  /;T;F;"A12AX";"";T;F;"Calcium, combinations with other drugs";F;"";""
"A12BA";"";" ";/  /;T;F;"A12BA";"";T;F;"Potassium";F;"";""
"A12CA";"";" ";/  /;T;F;"A12CA";"";T;F;"Sodium";F;"";""
"A12CB";"";" ";/  /;T;F;"A12CB";"";T;F;"Zinc";F;"";""
"A12CC";"";" ";/  /;T;F;"A12CC";"";T;F;"Magnesium";F;"";""
"A12CD";"";" ";/  /;T;F;"A12CD";"";T;F;"Fluoride";F;"";""
"A12CE";"";" ";/  /;T;F;"A12CE";"";T;F;"Selenium";F;"";""
"A12CX";"";" ";/  /;T;F;"A12CX";"";T;F;"Other mineral products";F;"";""
"A14AA";"";" ";/  /;T;F;"A14AA";"";T;F;"Androstan derivatives";F;"";""
"A14AB";"";" ";/  /;T;F;"A14AB";"";T;F;"Estren derivatives";F;"";""
"A150";"";" ";/  /;T;T;"A1500";"";T;F;"Lungetuberkulose bekreftet ved mikroskopi av sputum med eller uten kultur";F;"";""
"A151";"";" ";/  /;T;T;"A1510";"";T;F;"Lungetuberkulose som kun er bekreftet ved kultur";F;"";""
"A152";"";" ";/  /;T;T;"A1520";"";T;F;"Histologisk bekreftet lungetuberkulose";F;"";""
"A153";"";" ";/  /;T;T;"A1530";"";T;F;"Lungetuberkulose som er bekreftet på ikke angitt måte";F;"";""
"A154";"";" ";/  /;T;T;"A1540";"";T;F;"Tuberkulose i intratorakal lymfeknute som er bekreftet bakteriologisk eller histologisk";F;"";""
"A155";"";" ";/  /;T;T;"A1550";"";T;F;"Tuberkulose i strupehode, glottis, luftrør eller bronkie som er bekreftet bakteriologisk eller histologisk";F;"";""
"A156";"";" ";/  /;T;T;"A1560";"";T;F;"Tuberkuløs pleuritt som er bekreftet bakteriologisk eller histologisk";F;"";""
"A157";"";" ";/  /;T;T;"A1570";"";T;F;"Primær tuberkulose i åndedrettsorgan som er bekreftet bakteriologisk eller histologisk";F;"";""
"A158";"";" ";/  /;T;T;"A1580";"";T;F;"Tuberkulose i annet spesifisert åndedrettsorgan som er bekreftet bakteriologisk eller histologisk";F;"";""
"A159";"";" ";/  /;T;T;"A1590";"";T;F;"Tuberkulose i uspesifisert åndedrettsorgan som er bekreftet bakteriologisk eller histologisk";F;"";""
"A160";"";" ";/  /;T;T;"A1600";"";T;F;"Lungetuberkulose som bakteriologisk og histologisk er negativ";F;"";""
"A161";"";" ";/  /;T;T;"A1610";"";T;F;"Lungetuberkulose uten utført bakteriologisk eller histologisk undersøkelse";F;"";""
"A162";"";" ";/  /;T;T;"A1620";"";T;F;"Lungetuberkulose uten nevnt bakteriologisk eller histologisk bekreftelse";F;"";""
"A163";"";" ";/  /;T;T;"A1630";"";T;F;"Tuberkulose i intratorakal lymfeknute, uten nevnt bakteriologisk eller histologisk bekreftelse";F;"";""
"A164";"";" ";/  /;T;T;"A1640";"";T;F;"Tuberkulose i strupehode, luftrør eller bronkie, uten nevnt bakteriologisk eller histologisk bekreftelse";F;"";""
"A165";"";" ";/  /;T;T;"A1650";"";T;F;"Tuberkuløs pleuritt uten nevnt bakteriologisk eller histologisk bekreftelse";F;"";""
"A167";"";" ";/  /;T;T;"A1670";"";T;F;"Primær tuberkulose i åndedrettsorgan, uten nevnt bakteriologisk eller histologisk bekreftelse";F;"";""
"A168";"";" ";/  /;T;T;"A1680";"";T;F;"Tuberkulose i annet spesifisert åndedrettsorgan, uten nevnt bakteriologisk eller histologisk bekreftelse";F;"";""
"A169";"";" ";/  /;T;T;"A1690";"";T;F;"Tuberkulose i uspesifisert åndedrettsorgan, uten nevnt bakteriologisk eller histologisk bekreftelse";T;"";""
"A16AA";"";" ";/  /;T;F;"A16AA";"";T;F;"Amino acids and derivatives";F;"";""
"A16AB";"";" ";/  /;T;F;"A16AB";"";T;F;"Enzymes";F;"";""
"A16AX";"";" ";/  /;T;F;"A16AX";"";T;F;"Various alimentary tract and metabolism products";F;"";""
"A170";"";"+";/  /;T;T;"A1700";"";T;F;"Tuberkuløs meningitt";F;"";""
"A171";"";"+";/  /;T;T;"A1710";"";T;F;"Meningealt tuberkulom";F;"";""
"A178";"";"+";/  /;T;T;"A1780";"";T;F;"Annen spesifisert tuberkulose i nervesystemet";F;"";""
"A179";"";"+";/  /;T;F;"A1790";"";T;F;"Uspesifisert tuberkulose i nervesystemet";F;"";""
"A180";"";"+";/  /;T;T;"A1800";"";T;F;"Tuberkulose i ben eller ledd";F;"";""
"A181";"";"+";/  /;T;T;"A1810";"";T;F;"Tuberkulose i urin- eller kjønnsorganer";F;"";""
"A182";"";" ";/  /;T;T;"A1820";"";T;F;"Tuberkuløs sykdom i perifer lymfeknute";F;"";""
"A183";"";" ";/  /;T;T;"A1830";"";T;F;"Tuberkulose i tarm, bukhinne eller lymfeknute i mesenterium";F;"";""
"A184";"";" ";/  /;T;T;"A1840";"";T;F;"Tuberkulose i hud eller underhudsvev";F;"";""
"A185";"";"+";/  /;T;T;"A1850";"";T;F;"Tuberkulose i øye";F;"";""
"A186";"";"+";/  /;T;T;"A1860";"";T;F;"Tuberkulose i øre";F;"";""
"A187";"";"+";/  /;T;T;"A1870";"";T;F;"Tuberkulose i binyre";F;"";""
"A188";"";"+";/  /;T;T;"A1880";"";T;F;"Tuberkulose i annet spesifisert organ";T;"";""
"A190";"";" ";/  /;T;T;"A1900";"";T;F;"Akutt miliærtuberkulose i én enkelt spesifisert lokalisasjon";F;"";""
"A191";"";" ";/  /;T;T;"A1910";"";T;F;"Akutt miliærtuberkulose i flere lokalisasjoner";F;"";""
"A192";"";" ";/  /;T;T;"A1920";"";T;F;"Akutt miliærtuberkulose i uspesifisert lokalisasjon";F;"";""
"A198";"";" ";/  /;T;T;"A1980";"";T;F;"Annen spesifisert miliærtuberkulose";F;"";""
"A199";"";" ";/  /;T;T;"A1990";"";T;F;"Uspesifisert miliærtuberkulose";T;"";""
"A200";"";" ";/  /;T;T;"A2000";"";T;F;"Bubonpest";F;"";""
"A201";"";" ";/  /;T;T;"A2010";"";T;F;"Hudpest";F;"";""
"A202";"";" ";/  /;T;T;"A2020";"";T;F;"Lungepest";F;"";""
"A203";"";" ";/  /;T;T;"A2030";"";T;F;"Pestmeningitt";F;"";""
"A207";"";" ";/  /;T;T;"A2070";"";T;F;"Sepsispest";F;"";""
